5.999999999999999778e-01,-2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-01,-2.026820517486264406e-01,-1.960796558291790503e-01,-1.000000000000000056e-01,-8.788801231996661023e-02,3.000000000000000444e-01,-1.700000000000000178e+00,7.814684334070015267e-03,-1.000000000000000056e-01,1.000000000000000056e-01,-1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00
5.999999999999999778e-01,-2.053641034972528701e-01,-1.921593116583580896e-01,-1.954092616805019056e-01,-1.146266845878666507e-01,4.000000000000000222e-01,-1.800000000000000266e+00,9.786942777453313397e-03,-2.000000000000000111e-01,2.000000000000000111e-01,-2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00
5.999999999999999778e-01,-2.080461552458792995e-01,-1.882389674875371288e-01,-2.746186426627577060e-01,-9.886261926794109867e-02,5.000000000000000000e-01,-1.900000000000000355e+00,1.003997327005065957e-02,-3.000000000000000444e-01,3.000000000000000444e-01,-3.000000000000000444e-01,3.000000000000000444e-01,0.000000000000000000e+00
6.002453771893736523e-01,-2.105973733959906613e-01,-1.843435640404269271e-01,-3.400975746738493788e-01,-5.769646513607452204e-02,5.529448865221352483e-01,-2.000000000000000444e+00,1.030759577395122181e-02,-4.000000000000000222e-01,4.000000000000000222e-01,-3.920446132287288554e-01,4.000000000000000222e-01,0.000000000000000000e+00
6.013301995658900667e-01,-2.127018934727771815e-01,-1.805337570056114171e-01,-3.942096726985244715e-01,-4.285078126095624718e-03,5.606156728885697271e-01,-2.071274362250201673e+00,1.005888095879007606e-02,-5.000000000000000000e-01,5.000000000000000000e-01,-4.568735298637761066e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.030051479518142576e-01,-2.144957399321613944e-01,-1.767854022471482545e-01,-4.391009006498398093e-01,5.283343031839599774e-02,5.421290084559328148e-01,-2.118569962341660506e+00,9.415094074667319790e-03,-5.999999999999999778e-01,5.999999999999999778e-01,-5.025699400885484946e-01,5.999999999999999778e-01,0.000000000000000000e+00
6.050960823797054688e-01,-2.160738623502901634e-01,-1.730812812356770647e-01,-4.764786517612477068e-01,1.097070686387547622e-01,5.076112837007901168e-01,-2.148280660011195220e+00,8.570586970453902831e-03,-6.999999999999999556e-01,6.999999999999999556e-01,-5.347796449527056906e-01,6.999999999999999556e-01,0.000000000000000000e+00
6.074752842454268498e-01,-2.175058170344944530e-01,-1.694086591548424892e-01,-5.077032956299091238e-01,1.645074931079513747e-01,4.629351424632924261e-01,-2.164646295869341319e+00,7.648524088484627038e-03,-7.999999999999999334e-01,7.999999999999999334e-01,-5.576434160430010500e-01,7.999999999999999334e-01,0.000000000000000000e+00
6.100444885794470418e-01,-2.188450127455664196e-01,-1.657577699382739300e-01,-5.338673490448549996e-01,2.164031017433855064e-01,4.118089005372702616e-01,-2.170713383912274530e+00,6.724609392254970140e-03,-8.999999999999999112e-01,8.999999999999999112e-01,-5.743471071084500501e-01,8.999999999999999112e-01,0.000000000000000000e+00
