5.999999999999999778e-01,-2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-01,-2.026820517486264406e-01,-1.960796558291790503e-01,-1.000000000000000056e-01,-8.788760040031558252e-02,3.000000000000000444e-01,-1.700000000000000178e+00,7.814684334070015267e-03,-1.000000000000000056e-01,1.000000000000000056e-01,-1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00
5.999999999999999778e-01,-2.053641034972528701e-01,-1.921593116583580896e-01,-1.954089027833171843e-01,-1.146242946314252331e-01,4.000000000000000222e-01,-1.800000000000000266e+00,9.786958457185003513e-03,-2.000000000000000111e-01,2.000000000000000111e-01,-2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00
5.999999999999999778e-01,-2.080461552458792995e-01,-1.882389674875371288e-01,-2.746173664150954319e-01,-9.885685739996753763e-02,5.000000000000000000e-01,-1.900000000000000355e+00,1.004006178210478835e-02,-3.000000000000000444e-01,3.000000000000000444e-01,-3.000000000000000444e-01,3.000000000000000444e-01,0.000000000000000000e+00
6.002456611036703915e-01,-2.105972220111161086e-01,-1.843435928795366663e-01,-3.400946322190208648e-01,-5.768764296564222321e-02,5.529288172122706069e-01,-2.000000000000000444e+00,1.030782199769251714e-02,-4.000000000000000222e-01,4.000000000000000222e-01,-3.920354084283713680e-01,4.000000000000000222e-01,0.000000000000000000e+00
6.013307989878866611e-01,-2.127015749043290604e-01,-1.805338183077495051e-01,-3.942042226487894596e-01,-4.275163637410782369e-03,5.605813308331493161e-01,-2.071256106923929696e+00,1.005894313177170193e-02,-5.000000000000000000e-01,5.000000000000000000e-01,-4.568540959716770877e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.030060514194245380e-01,-2.144952614071028996e-01,-1.767854950606325692e-01,-4.390919849179338308e-01,5.284025375876912067e-02,5.420770776083244646e-01,-2.118530106998719020e+00,9.415072505520320073e-03,-5.999999999999999778e-01,5.999999999999999778e-01,-5.025406487176082848e-01,5.999999999999999778e-01,0.000000000000000000e+00
6.050972187541477920e-01,-2.160732628712859205e-01,-1.730813985298183533e-01,-4.764651699547707842e-01,1.097056603319862128e-01,5.075428011729765654e-01,-2.148215236904500447e+00,8.570535682933654725e-03,-6.999999999999999556e-01,6.999999999999999556e-01,-5.347428024971057070e-01,6.999999999999999556e-01,0.000000000000000000e+00
6.074765224589712131e-01,-2.175051673544366182e-01,-1.694087880276564928e-01,-5.076839987098070717e-01,1.644912930612903446e-01,4.628526252407169084e-01,-2.164551379701140643e+00,7.648478596748343669e-03,-7.999999999999999334e-01,7.999999999999999334e-01,-5.576032718565159252e-01,7.999999999999999334e-01,0.000000000000000000e+00
6.100456436239060087e-01,-2.188444120129370563e-01,-1.657578924563752332e-01,-5.338408247001471540e-01,2.163638080111139894e-01,4.117171782365226518e-01,-2.170585603451025580e+00,6.724592175750351494e-03,-8.999999999999999112e-01,8.999999999999999112e-01,-5.743096593512619918e-01,8.999999999999999112e-01,0.000000000000000000e+00
6.127240738455460578e-01,-2.201346142376783555e-01,-1.621208277529585795e-01,-5.558197070300995302e-01,2.649720344761132274e-01,3.566180906842852938e-01,-2.168593716959602347e+00,5.843250266958976979e-03,-9.999999999999998890e-01,9.999999999999998890e-01,-5.874721321654569062e-01,9.999999999999998890e-01,0.000000000000000000e+00
6.154407391548011308e-01,-2.214141097114739887e-01,-1.584908057125696823e-01,-5.743415532940430168e-01,3.101502566050525767e-01,2.993708366299396850e-01,-2.160348944395332538e+00,5.028414061507624662e-03,-1.099999999999999867e+00,1.099999999999999867e+00,-5.993949831917126936e-01,1.099999999999999867e+00,0.000000000000000000e+00
6.181280530784393212e-01,-2.227191631652596926e-01,-1.548615722103655057e-01,-5.899982966297627751e-01,3.516884227982683964e-01,2.415990294208614220e-01,-2.147369307087241275e+00,4.290961987701233556e-03,-1.199999999999999956e+00,1.199999999999999956e+00,-6.122694370358624516e-01,1.199999999999999956e+00,0.000000000000000000e+00
6.207200643867433199e-01,-2.240849685801157010e-01,-1.512272233277606182e-01,-6.032770809311297500e-01,3.890887957638912154e-01,1.852878125563729439e-01,-2.131230438856000831e+00,3.633591287281121886e-03,-1.300000000000000044e+00,1.300000000000000044e+00,-6.282337019876911288e-01,1.300000000000000044e+00,0.000000000000000000e+00
6.231616811136513334e-01,-2.255407108460024401e-01,-1.475829980327003910e-01,-6.145712644927756596e-01,4.213285261183714603e-01,1.334245176844588709e-01,-2.113971315394191475e+00,3.054078434511829730e-03,-1.400000000000000133e+00,1.400000000000000133e+00,-6.490739175784626669e-01,1.400000000000000133e+00,0.000000000000000000e+00
6.254391941109233022e-01,-2.270932408672525493e-01,-1.439278857933422029e-01,-6.241734334014502616e-01,4.469699906642170539e-01,9.007111887739266409e-02,-2.098279219287506603e+00,2.547441027894681471e-03,-1.500000000000000222e+00,1.500000000000000222e+00,-6.752345488248038263e-01,1.500000000000000222e+00,0.000000000000000000e+00
6.276138166274545238e-01,-2.287092190850756046e-01,-1.402673758189498521e-01,-6.322694070295505897e-01,4.652158872588977312e-01,5.840109439870454916e-02,-2.086583552198573166e+00,2.107369908568503848e-03,-1.600000000000000311e+00,1.600000000000000311e+00,-7.047309977625266786e-01,1.600000000000000311e+00,0.000000000000000000e+00
6.297914293519238926e-01,-2.303315510316490122e-01,-1.366106451405120770e-01,-6.389867740654822104e-01,4.770582897209124651e-01,3.792304195271856831e-02,-2.079430064748456708e+00,1.727140601005661092e-03,-1.700000000000000400e+00,1.700000000000000400e+00,-7.341305010113098328e-01,1.700000000000000400e+00,0.000000000000000000e+00
6.320491613592649216e-01,-2.319188851331337176e-01,-1.329642332803181448e-01,-6.444682562947060545e-01,4.845305316463313083e-01,2.541996087557517325e-02,-2.075673305511016586e+00,1.400094998552542901e-03,-1.800000000000000488e+00,1.800000000000000488e+00,-7.609324527733074550e-01,1.800000000000000488e+00,0.000000000000000000e+00
6.346382212450696336e-01,-2.334732193923191312e-01,-1.294492182876632591e-01,-6.488812588284107452e-01,4.893412823416244950e-01,1.779625634862764053e-02,-2.073958758267653746e+00,1.119849543219916550e-03,-1.900000000000000577e+00,1.900000000000000577e+00,-7.841219143949285098e-01,1.892870491554396128e+00,0.000000000000000000e+00
6.375343031664474358e-01,-2.349475183379074184e-01,-1.260974140915339103e-01,-6.524318781182986138e-01,4.925385100386366344e-01,1.306450433600695599e-02,-2.073374486368558589e+00,8.805104646558541961e-04,-1.997350902498297609e+00,2.000000000000000444e+00,-8.032726069660068857e-01,1.977176677083259504e+00,0.000000000000000000e+00
6.403992752605267569e-01,-2.361631263266794067e-01,-1.229299389140093013e-01,-6.553072788995767395e-01,4.947329582946853321e-01,1.004946625480521681e-02,-2.073379351449575303e+00,6.766089711478795454e-04,-2.081373411555739850e+00,2.100000000000000533e+00,-8.183796913422023422e-01,2.053206690714357574e+00,0.000000000000000000e+00
6.432500444806162898e-01,-2.371553669068445225e-01,-1.199381393896080394e-01,-6.576445396472803129e-01,4.962974655294254966e-01,8.034812507140177626e-03,-2.073649698562373356e+00,5.031077142945613581e-04,-2.153499960447164518e+00,2.200000000000000622e+00,-8.302187739006277045e-01,2.121069218122348055e+00,0.000000000000000000e+00
