5.985230157602831058e-01,1.656365279303430305e-01,-5.123738234833193766e-02,5.982266454176852349e-02,1.670346260522459145e-02,-1.268839309633843782e-01
5.000325364035776987e-01,7.922194506016481952e-02,-2.837413553467917418e-02,4.467559825429415904e-02,2.444294318053851292e-02,-1.423952594197409049e-01
4.047557553834585931e-01,5.342431888215438268e-02,-2.101397435972878272e-02,3.800004193011086856e-02,3.631427537201586953e-02,-1.407900018681421117e-01
3.256002149005075563e-01,6.967256331917079382e-02,-2.165076349182805393e-02,3.591296997451365325e-02,4.710964388059081520e-02,-1.264987965870389142e-01
2.603943542224620433e-01,6.432814251722535070e-02,-1.883528546488885333e-02,3.055724532139541746e-02,5.480152896489618591e-02,-1.100546412692118559e-01
2.073518629383140077e-01,5.461264989971672396e-02,-1.580320131310388593e-02,2.541257815963142083e-02,5.958267081864035419e-02,-9.537430043458880458e-02
1.641046325706778108e-01,4.631953513976033721e-02,-1.325817373250532186e-02,2.116031557892724194e-02,6.221146426186778544e-02,-8.243543618324240818e-02
1.287850536500155518e-01,3.924449058371812932e-02,-1.111789954630777212e-02,1.761495411815261827e-02,6.324589443895452245e-02,-7.110876382410569185e-02
9.991125945499412797e-02,3.321082610632783427e-02,-9.315794720193028983e-03,1.464657748159311525e-02,6.309454349638154991e-02,-6.124294704007863382e-02
7.629475566423769839e-02,2.806654163404993449e-02,-7.797162324047506553e-03,1.215526090221365207e-02,6.205754211355953703e-02,-5.268491081721882879e-02
5.697124034574013035e-02,2.368131762967178380e-02,-6.516607189030036197e-03,1.006111017098617472e-02,6.035678743733760565e-02,-4.529147536069550589e-02
4.114816518025055797e-02,1.994366151252295952e-02,-5.436209785035406479e-03,8.299412581828785607e-03,5.815805403401734519e-02,-3.893566724460444800e-02
2.816516138322967128e-02,1.675831323236964127e-02,-4.524183590858054521e-03,6.818057032774788723e-03,5.558704951490810175e-02,-3.350931305738458210e-02
1.746826569270100785e-02,1.404393734420221820e-02,-3.753874227647531394e-03,5.576285459211775646e-03,5.274052470224929734e-02,-2.892077395498139983e-02
8.608253455265123949e-03,1.173108790500056696e-02,-3.103040725101120258e-03,4.543641394548229330e-03,4.969192590997763975e-02,-2.508192248907794089e-02
1.278185327169084401e-03,9.760429571523834488e-03,-2.553340666225488269e-03,3.695696477547975173e-03,4.648979589720280553e-02,-2.187763489599336628e-02
-4.647057916014384581e-03,8.081260924219126410e-03,-2.089702645956931313e-03,3.004418706074312318e-03,4.315345226058869138e-02,-1.914062893046380304e-02
-9.189580968019700133e-03,6.650384874338120637e-03,-1.699293764183685239e-03,2.435807652640442893e-03,3.968306407923935519e-02,-1.669157490220378112e-02
-1.241527747087908633e-02,5.431121154790797059e-03,-1.370736372097218709e-03,1.960860511794356494e-03,3.608066973506875164e-02,-1.440918820622099673e-02
-1.424057000284059162e-02,4.392182201668303268e-03,-1.094433954583823787e-03,1.560252170271937862e-03,3.242263066147520190e-02,-1.219237263049411171e-02
-1.489602833567509575e-02,3.507117045410913011e-03,-8.615056738077574595e-04,1.220669286084129440e-03,2.876538615662781531e-02,-1.006518543594535700e-02
-1.490707287776986065e-02,2.753451962979295772e-03,-6.642943721246357455e-04,9.320264916797075519e-04,2.522752156851438762e-02,-8.234212513057788396e-03
-1.439396589869957645e-02,2.111828424847105468e-03,-4.969842839558142765e-04,6.865388438844176322e-04,2.180997272223586525e-02,-6.655758751503990447e-03
-1.345832895454417144e-02,1.565731358241427952e-03,-3.547161843660726847e-04,4.777437488431488769e-04,1.851302758385343916e-02,-5.292827447178592715e-03
-1.228593690592774332e-02,1.101083608988396700e-03,-2.334548351680019399e-04,3.001989109232603803e-04,1.541447916021536184e-02,-4.117870272565287218e-03
-1.128572403868838628e-02,7.058741292511158845e-04,-1.300645448969219562e-04,1.492914958467710497e-04,1.277657423546243141e-02,-3.117067727371988870e-03
-1.043216153332950785e-02,3.697976993284309900e-04,-4.192457339435428244e-05,2.104909306772064222e-05,1.053096842839631141e-02,-2.264643847706232244e-03
-9.703506511259247375e-03,8.407762409340198612e-05,3.319917975291286345e-05,-8.790490375099498370e-05,8.619448470474412941e-03,-1.538659136699601889e-03
-9.081240483942664560e-03,-1.587607852367423869e-04,9.721190542444601819e-05,-1.804423008356770936e-04,6.992432756382047088e-03,-9.204339082431926920e-04
-8.549591121363737251e-03,-3.650832171180069916e-04,1.517388024742484856e-04,-2.590063552791314113e-04,5.607693189302098702e-03,-3.940596316777768607e-04
-8.095124969309728385e-03,-5.403107953531544397e-04,1.981665801740724938e-04,-3.256761334624904119e-04,4.429265829097114686e-03,5.401537491433380111e-05
-7.706400584128726694e-03,-6.890601621914411784e-04,2.376787078104537862e-04,-3.822210256846471973e-04,3.426522578782932160e-03,4.353374620945595530e-04
-7.373673118530997377e-03,-8.152628072716861050e-04,2.712853813536049061e-04,-4.301470085705412765e-04,2.573380194583220308e-03,7.597461038411095933e-04
-7.088642723875647825e-03,-9.222667114280209142e-04,2.998490192150703258e-04,-4.707359453345350019e-04,1.847626372532238563e-03,1.035627464847715343e-03
-6.844240268044783117e-03,-1.012922922206079815e-03,3.241059688363488083e-04,-5.050789925208643829e-04,1.230345631721547345e-03,1.270129956188932336e-03
-6.634444833095750997e-03,-1.089659291905679950e-03,3.446849979045904446e-04,-5.341050084204697216e-04,7.054302514501464578e-04,1.469347570175351348e-03
-6.454128278519453109e-03,-1.154543279536214334e-03,3.621230541830434166e-04,-5.586047176244970242e-04,2.591636877626846656e-04,1.638475878739066452e-03
-6.298922855511774471e-03,-1.209335437062901896e-03,3.768787029708365222e-04,-5.792512697304813595e-04,-1.201342531694735160e-04,1.781944821117574258e-03
-6.165108453336480207e-03,-1.255534960661041158e-03,3.893435884138455368e-04,-5.966177328448928670e-04,-4.424096262342101034e-04,1.903531770510551819e-03
-6.049516566097507854e-03,-1.294418483370530105e-03,3.998522121531053789e-04,-6.111919805757460048e-04,-7.161317351563357145e-04,2.006457834876979301e-03
-5.949448500169244973e-03,-1.327073111358090295e-03,4.086902783985144386e-04,-6.233893620306132964e-04,-9.485123376714115449e-04,2.093469897029994701e-03
-5.862605710378764393e-03,-1.354424557548124762e-03,4.161018170568339127e-04,-6.335634857517404451e-04,-1.145692327020862017e-03,2.166910519625669506e-03
-5.787030466274983333e-03,-1.377261099873701607e-03,4.222952648775855715e-04,-6.420153989043695091e-04,-1.312900711447003181e-03,2.228777520012689087e-03
-5.721055316594938697e-03,-1.396253983595680892e-03,4.274486577729292008e-04,-6.490014008912553750e-04,-1.454589999596155037e-03,2.280774748676296475e-03
-5.663260047241951492e-03,-1.411974795316793410e-03,4.317140647362619041e-04,-6.547396948224627972e-04,-1.574551491361184802e-03,2.324355375300356501e-03
-5.612435021566541775e-03,-1.424910258053267275e-03,4.352213744906545368e-04,-6.594160498767188744e-04,-1.676013455165834129e-03,2.360758791686073596e-03
-5.567549956549024646e-03,-1.435474830095609822e-03,4.380815296023883609e-04,-6.631886217785331683e-04,-1.761724730901638577e-03,2.391042075517368307e-03
-5.527727328822612009e-03,-1.444021433602965358e-03,4.403892888491860668e-04,-6.661920566570347707e-04,-1.834025921250315811e-03,2.416106818585236383e-03
-5.492219724007816814e-03,-1.450850590524086717e-03,4.422255867665696605e-04,-6.685409848903046395e-04,-1.894910013416984404e-03,2.436722003811199293e-03
-5.460390544643307746e-03,-1.456218202244856721e-03,4.436595491839455548e-04,-6.703329956589576706e-04,-1.946074000071379212e-03,2.453543513984575257e-03
-5.431697578690971966e-03,-1.460342174285427994e-03,4.447502149505321413e-04,-6.716511694314369766e-04,-1.988962835569348022e-03,2.467130768846207290e-03
-5.405679004458559429e-03,-1.463408057491388196e-03,4.455480067066652631e-04,-6.725662341031038568e-04,-2.024806865273558187e-03,2.477960913722925852e-03
-5.381941470663925697e-03,-1.465573851719392025e-03,4.460959872914493094e-04,-6.731384007467350501e-04,-2.054653696957260169e-03,2.486440920398651742e-03
-5.360149943945027862e-03,-1.466974096343440399e-03,4.464309330353551878e-04,-6.734189266011333420e-04,-2.079395339457102559e-03,2.492917907667442819e-03
-5.340019061744079136e-03,-1.467723353460637266e-03,4.465842506249508384e-04,-6.734514458457278906e-04,-2.099791311268555359e-03,2.497687943663092283e-03
-5.321305767350579044e-03,-1.467919173953084180e-03,4.465827603345989393e-04,-6.732731026900404476e-04,-2.116488317467548480e-03,2.501003553419393552e-03
-5.303803036991122134e-03,-1.467644623181314648e-03,4.464493650961239273e-04,-6.729155161719396674e-04,-2.130037004513629477e-03,2.503080122182383977e-03
-5.287334537038632619e-03,-1.466970431691743499e-03,4.462036220391861073e-04,-6.724056016992640324e-04,-2.140906226840474068e-03,2.504101356933608434e-03
-5.271750073427761661e-03,-1.465956826604202651e-03,4.458622307128061132e-04,-6.717662706568685183e-04,-2.149495194721870537e-03,2.504223944653735309e-03
-5.256921715812171159e-03,-1.464655091092181794e-03,4.454394501254909191e-04,-6.710170262428230082e-04,-2.156143818035637615e-03,2.503581525458084545e-03
-5.242740496413184938e-03,-1.463108892326977790e-03,4.449474549767459559e-04,-6.701744710182314145e-04,-2.161141513841189753e-03,2.502288081342323150e-03
