5.985230157602831058e-01,1.656365279303430305e-01,-5.123738234833193766e-02,5.982266454176852349e-02,1.670346260522459145e-02,-1.268839309633843782e-01
5.862495853944073021e-01,1.622409669209692873e-01,-5.020955409579155870e-02,5.850356394928327847e-02,1.634700521052742314e-02,-1.242648817761380226e-01
5.739285801330383796e-01,1.588320566006458934e-01,-4.917731480826536411e-02,5.721288075313206434e-02,1.599082781873250800e-02,-1.216360346164768597e-01
5.615671150893180030e-01,1.554117688446317314e-01,-4.814126302975171856e-02,5.593415351963269833e-02,1.563438449150411635e-02,-1.189988828876281240e-01
5.491721908184947765e-01,1.519820323164796094e-01,-4.710195367115950493e-02,5.466168608914883514e-02,1.527760390092384665e-02,-1.163549224056273645e-01
5.367506785582336626e-01,1.485447493949932918e-01,-4.605995642015385527e-02,5.339303415274331693e-02,1.492055720036474485e-02,-1.137056300267364761e-01
5.243093264109216500e-01,1.451017868781333542e-01,-4.501582513982493872e-02,5.212708491307828373e-02,1.456337020679184836e-02,-1.110524584015721711e-01
5.118547569795393049e-01,1.416549775807745548e-01,-4.397010410701772398e-02,5.086337727528705832e-02,1.420619382475032597e-02,-1.083968341021113446e-01
4.993934665607607237e-01,1.382061200932218348e-01,-4.292332796051823857e-02,4.960180532146307719e-02,1.384919093031504109e-02,-1.057401568059043173e-01
4.869318244197295975e-01,1.347569785598360659e-01,-4.187602165240704444e-02,4.834247155816789876e-02,1.349252987761176067e-02,-1.030837988554322432e-01
4.744760721451535823e-01,1.313092824775767831e-01,-4.082870040262539385e-02,4.708560718391962413e-02,1.313638096834446843e-02,-1.004291049738224584e-01
4.620323230833422445e-01,1.278647265142685285e-01,-3.978186965680023668e-02,4.583152559127545711e-02,1.278091439236195455e-02,-9.777739205430797942e-02
4.496065618497860905e-01,1.244249703464002238e-01,-3.873602504737866381e-02,4.458059369524237231e-02,1.242629895900261225e-02,-9.512994898926686871e-02
4.372046439168614795e-01,1.209916385162519564e-01,-3.769165235811951925e-02,4.333321343658096125e-02,1.207270128115097915e-02,-9.248803652386816676e-02
4.248322952762262350e-01,1.175663203081492719e-01,-3.664922749199191893e-02,4.208980939407589578e-02,1.172028523203595511e-02,-8.985288712759353924e-02
4.124951121744542260e-01,1.141505696436377892e-01,-3.560921644252811741e-02,4.085082022214724801e-02,1.136921157340029485e-02,-8.722570488068161210e-02
4.001985609204523620e-01,1.107459049953580521e-01,-3.457207526867520780e-02,3.961669257059741850e-02,1.101963769517998529e-02,-8.460766537436351098e-02
3.879479777631799076e-01,1.073538093194105064e-01,-3.353825007318930740e-02,3.838787666491554756e-02,1.067171742989368732e-02,-8.199991562465648587e-02
3.757485688382013467e-01,1.039757300059791223e-01,-3.250817698461119787e-02,3.716482302747596556e-02,1.032560091832890152e-02,-7.940357399993114296e-02
3.636054101815744954e-01,1.006130788479863286e-01,-3.148228214285816312e-02,3.594798000121851578e-02,9.981434511178754673e-03,-7.681973016269316723e-02
3.515234478095966009e-01,9.726723202754257447e-02,-3.046098168846407897e-02,3.473779184976037021e-02,9.639360696317626417e-03,-7.424944502609187591e-02
3.395074978629032403e-01,9.393953011994507496e-02,-2.944468175549325509e-02,3.353469727953616725e-02,9.299518044634339300e-03,-7.169375072568920371e-02
3.275622468134376519e-01,9.063127811497967423e-02,-2.843377846815054594e-02,3.233912827638687343e-02,8.962041169478695418e-03,-6.915365060697602206e-02
3.156922517327903632e-01,8.734374545526532585e-02,-2.742865794110335709e-02,3.115150918032453045e-02,8.627060696219766497e-03,-6.663011922906253437e-02
3.039019406204239160e-01,8.407816609138245301e-02,-2.642969628352732220e-02,2.997225594354109568e-02,8.294703239413125234e-03,-6.412410238487774305e-02
2.921956127902939904e-01,8.083573855351046389e-02,-2.543725960688145160e-02,2.880177553155580453e-02,7.965091385776151139e-03,-6.163651713811424404e-02
2.805774393143863898e-01,7.761762603930241755e-02,-2.445170403641365453e-02,2.764046543783704388e-02,7.638343681673109148e-03,-5.916825187704765482e-02
2.690514635216963990e-01,7.442495651770987541e-02,-2.347337572639205186e-02,2.648871328972725661e-02,7.314574624173483634e-03,-5.672016638524617765e-02
2.576216015511782476e-01,7.125882284847136205e-02,-2.250261087905306920e-02,2.534689652892171269e-02,6.993894655008167996e-03,-5.429309192907744858e-02
2.462916429572127308e-01,6.812028291696177462e-02,-2.153973576725030925e-02,2.421538215371815336e-02,6.676410156938980718e-03,-5.188783136181025074e-02
2.350652513661347365e-01,6.501035978410914240e-02,-2.058506676078760561e-02,2.309452651320422975e-02,6.362223452190673978e-03,-4.950515924400934742e-02
2.239459651823857145e-01,6.193004185105911025e-02,-1.963891035640949467e-02,2.198467514573559933e-02,6.051432802687538651e-03,-4.714582197983262224e-02
2.129371983428582915e-01,5.888028303827896881e-02,-1.870156321142296338e-02,2.088616265568613364e-02,5.744132411896767446e-03,-4.481053796876122153e-02
2.020422411180174405e-01,5.586200297877699089e-02,-1.777331218091725978e-02,1.979931262367994396e-02,5.440412428114464391e-03,-4.249999777224017228e-02
1.912642609583881659e-01,5.287608722511361048e-02,-1.685443435854612135e-02,1.872443754640866487e-02,5.140358949044204588e-03,-4.021486429467119317e-02
1.806063033850173472e-01,4.992338746986812320e-02,-1.594519712083226903e-02,1.766183880279331361e-02,4.844054027512959340e-03,-3.795577297819137386e-02
1.700712929225282610e-01,4.700472177922725148e-02,-1.504585817495097087e-02,1.661180664369617949e-02,4.551575678155860873e-03,-3.572333201070229669e-02
